Feeder,DeviceID,Type,Rating,Description,Lat,Lon,Source,ParentID,MeterCount,VerifiedStatus,VerifiedDate
ALA01,ALA01WS-01,WS,600A,สถานีไฟฟ้าอ่าวลึก,8.42051,98.739841,gis,ALA01WB-01,,,
ALA01,ALA01WB-01,WB,600A,สถานีไฟฟ้าอ่าวลึก,8.420338,98.739666,gis,,,,
ALA01,ALA01F-10/01,WF,10K,นากุ้งนายแสง,8.302945,98.73471,gis,ALA01WF-701,,,
ALA01,ALA01F-12,WF,10K,บ่อกุ้งนายศักดิ์สยาม,8.303828,98.720421,gis,ALA01WF-704,,,
ALA01,ALA01WS-101,WS,600A,RiserPole หน้า สฟ.อ่าวลึก,8.420328,98.738998,gis,ALA01WB-01,,,
ALA01,ALA01WR-101,WR,560A,บ.บากัน,8.304653,98.778385,gis,ALA01WS-103,,,
ALA01,ALA01WF-101,WF,10K,โรงแรม PN,8.404265,98.741042,gis,ALA01WB-01,,,
ALA01,ALA01WS-102,WS,400A,ในยวนแขก,8.360096,98.753179,gis,ALA01WF-108,,,
ALA01,ALA01WF-102,WF,20K,,8.403841,98.739335,gis,ALA01WF-101,,,
ALA01,ALA01WS-103,WS,400A,ก่อนแยกบ้านบ้ากัน,8.307515,98.77761,gis,ALA01WF-112,,,
ALA01,ALA01WF-103,WF,10K,,8.403236,98.741399,gis,ALA01WF-101,,,
ALA01,ALA01WS-104,WS,600A,เข้าบ้านบากัน,8.304659,98.778417,gis,ALA01WR-101,,,
ALA01,ALA01WF-105,WF,10K,,8.40025,98.741729,gis,ALA01WF-103,,,
ALA01,ALA01WS-106,WS,400A,หลังแยกบ้านบากัน,8.296929,98.788809,gis,ALA01WF-125,,,
ALA01,ALA01WF-106,WF,50K,มนตรีรีสอร์ท,8.388369,98.741997,gis,ALA01WF-105,,,
ALA01,ALA01WS-107,WS,600A,,8.271306,98.803326,gis,ALA01WF-128,,,
ALA01,ALA01WF-107,WF,6K,บ้านถ้ำยวนทอง,8.366228,98.748927,gis,ALA01WF-106,,,
ALA01,ALA01WS-108,WS,400A,บ้านคลองหิน,8.270968,98.803456,gis,ALA01WS-107,,,
ALA01,ALA01WF-108,WF,10K,บ้านในยวนแขก,8.360633,98.752476,gis,ALA01WF-107,,,
ALA01,ALA01WF-108/1,WF,2K,รพ.สต.บ้านกลาง,8.339179,98.766635,gis,ALA01WS-102,,,
ALA01,ALA01WF-109,WF,6K,AIS,8.329948,98.770185,gis,ALA01WF-108/1,,,
ALA01,ALA01WF-110,WF,15K,,8.327794,98.770901,gis,ALA01WF-109,,,
ALA01,ALA01WF-111,WF,6K,บ.หนองจุด,8.324969,98.771497,gis,ALA01WF-110,,,
ALA01,ALA01WF-112,WF,10K,บ้านใสกล้วย,8.320851,98.772839,gis,ALA01WF-111,,,
ALA01,ALA01WF-113,WF,10K,บ.ปอเนาะนาแค,8.303705,98.772786,gis,ALA01WR-101,,,
ALA01,ALA01WF-114,WF,6K,ซ.ฟาร์มไก่นาแค,8.303845,98.768361,gis,ALA01WF-113,,,
ALA01,ALA01WF-115,WF,50K,อนามัยอ่าวลึกน้อย,8.29656,98.753449,gis,ALA01WF-114,,,
ALA01,ALA01WF-116,WF,10K,บ้านควนโอ,8.297227,98.750074,gis,ALA01WF-115,,,
ALA01,ALA01WF-117,WF,20K,,8.285257,98.744807,gis,ALA01WF-116,,,
ALA01,ALA01WF-118,WF,6K,บ้านควนโอ-ป่างาม,8.28309,98.743919,gis,ALA01WF-117,,,
ALA01,ALA01WF-119,WF,10K,,8.281696,98.746659,gis,ALA01WF-118,,,
ALA01,ALA01WF-120,WF,25K,ไร่ใหญ่,8.301473,98.745304,gis,ALA01WF-116,,,
ALA01,ALA01WF-121,WF,15K,บ้านนายาว,8.305136,98.745773,gis,ALA01WF-120,,,
ALA01,ALA01WF-122,WF,10K,บ.นาเหนืออ่าวลึกน้อย,8.30804,98.749149,gis,ALA01WF-121,,,
ALA01,ALA01WF-123,WF,6K,บ้านคีรีวงศ์,8.328336,98.745182,gis,ALA01WF-702,,,
ALA01,ALA01WF-124,WF,25K,บ้านบากันซอยโรงเรียน,8.30639,98.720577,gis,ALA01WF-705,,,
ALA01,ALA01WF-125,WF,10K,บ้านหนองปาป,8.298573,98.78668,gis,ALA01WS-104,,,
ALA01,ALA01WF-126,WF,10K,บ้านป่างาม,8.28924,98.793725,gis,ALA01WS-106,,,
ALA01,ALA01WF-127,WF,10K,บ.หินลับ,8.283455,98.797575,gis,ALA01WF-126,,,
ALA01,ALA01WF-128,WF,15K,บ้านหนองถ้ำ,8.276264,98.800921,gis,ALA01WF-127,,,
ALA01,ALA01WF-701,WF,10K,ฟาร์มกุ้ง,8.305803,98.740134,gis,ALA01WF-121,,,
ALA01,ALA01WF-702,WF,10K,โรงโม่หินอ่าวลึกน้อย,8.321336,98.744939,gis,ALA01WF-122,,,
ALA01,ALA01WF-703,WF,25K,,,,manual,ALA01WB-01,,,
ALA01,ALA01WF-704,WF,10K,บ่อกุ้งนายส่งเสียม,8.300205,98.720938,gis,ALA01F-10/01,,,
ALA01,ALA01WF-705,WF,10K,บ่อกุ้งนายดำรงค์,8.305816,98.719237,gis,ALA01F-12,,,
ALA01,ALA01WF-706,WF,10K,สอระวีฟาร์ม,8.26935,98.785515,gis,ALA01WF-128,,,
ALA01,40-000198,TRANSFORMER,160kVA,การปิโตรเลียมแห่งประเทศไทย ม.2 ต.อ่าวลึกเหนือ,8.380326,98.741405,gis,ALA01WF-106,,,
ALA01,54-113849,TRANSFORMER,500kVA,ฟาร์มกุ้ง นายพิเชษฐ สุขุประการ,8.306032,98.740073,gis,ALA01WF-701,,,
ALA01,58-115090,TRANSFORMER,100kVA,บ่อกุ้ง นิภาพร เคลือสนิท,8.305485,98.740081,gis,ALA01WF-701,,,
ALA01,54-120983,TRANSFORMER,500kVA,บริษัท ไวท์ชิกเค้น จำกัด,8.269329,98.785411,gis,ALA01WF-706,,,
ALA01,62-003034,TRANSFORMER,30kVA,ไฟทางหลวง บ้านไหนหนัง,8.265809,98.78149,gis,54-120983,,,
ALA01,37-004960,TRANSFORMER,50kVA,นายพรชัย ชูแสง (รง.อิฐบล๊อก),8.362646,98.75133,gis,ALA01WF-108,,,
ALA01,51-113872,TRANSFORMER,250kVA,บ.ครีเอทีฟ โรงโม่หิน อ่าวลึกน้อย,8.319842,98.742076,gis,ALA01WF-702,,,
ALA01,56-121437,TRANSFORMER,500kVA,บ.ครีเอทีฟ โรงโม่หิน อ่าวลึกน้อย,8.320574,98.741042,gis,51-113872,,,
ALA01,56-121438,TRANSFORMER,800kVA,โรงโม่หิน อ่าวลึกน้อย,8.32041,98.741051,gis,56-121437,,,
ALA01,48-006815,TRANSFORMER,30kVA,นายวันโชค คงผล (ฟาร์มเลี้ยงแพะ),8.2929,98.748243,gis,ALA01WF-116,,,
ALA01,65-113532,TRANSFORMER,800kVA,บริษัท ครีเอทีฟ มิเนอรัล จำกัด,8.321199,98.741491,gis,56-121437,,,
ALA01,51-115245,TRANSFORMER,400kVA,บ.เอก-ชัยดัสทรีบิวชั่น ซิสเทม จก.(เทสโก้,8.390767,98.74228,gis,ALA01WF-106,,,
ALA01,53-002141,TRANSFORMER,30kVA,โรงอิฐ สุกัญญา ม.3 บ้านกลาง,8.316386,98.774208,gis,ALA01WF-112,,,
ALA01,49-118125,TRANSFORMER,30kVA,บริษัท แอดวานซ์อินโฟร์ฯ (สถานีฐาน บ.บากัน),8.300386,98.746709,gis,ALA01WF-120,,,
ALA01,41-000646,TRANSFORMER,100kVA,บริษัท ซี.พี.เซเว่นอีเลฟเว่น จำกัด (สาขาอ่าวลึก),8.396255,98.742749,gis,ALA01WF-105,,,
ALA01,53-119659,TRANSFORMER,500kVA,บ่อกุ้ง นายแสง ม.3  อ่าวลึกน้อย,8.303081,98.734807,gis,ALA01F-10/01,,,
ALA01,39-002565,TRANSFORMER,500kVA,นายดำรงค์ ถิ่นพังงา,8.305493,98.719389,gis,ALA01WF-705,,,
ALA01,55-112326,TRANSFORMER,500kVA,บ่อกุ้งศักดิ์สยาม ลูกที่ 1,8.299996,98.72003,gis,ALA01WF-704,,,
ALA01,55-112063,TRANSFORMER,500kVA,บ่อกุ้งศักดิ์สยาม ลูกที่ 2,8.299998,98.719929,gis,55-112326,,,
ALA01,45-110287,TRANSFORMER,30kVA,บ.แอดวานซ์อินโฟ ม.3 ต.บ้านกลาง,8.329611,98.769692,gis,ALA01WF-109,1,,
ALA01,59-010609,TRANSFORMER,30kVA,DCC_ปป.บ้านน้ำผุด,8.318468,98.764456,gis,ALA01WF-112,47,,
ALA01,66-003876,TRANSFORMER,100kVA,ในยวญแขก,8.360031,98.749765,gis,ALA01WF-108,57,,
ALA01,63-101653,TRANSFORMER,100kVA,หจก.หนูเพียรส่งเสริมโยธา,8.327698,98.770732,gis,ALA01WF-110,1,,
ALA01,60-001365,TRANSFORMER,30kVA,DCC_บ้านนาแค,8.296761,98.757146,gis,ALA01WF-115,34,,
ALA01,26-010171,TRANSFORMER,20kVA,บ.ในยวญ,8.354219,98.746064,gis,66-003876,40,,
ALA01,47-116887,TRANSFORMER,30kVA,,8.360104,98.75288,gis,ALA01WS-102,1,,
ALA01,38-010257,TRANSFORMER,250kVA,DCC_,8.400065,98.74123,gis,ALA01WF-105,239,,
ALA01,49-012442,TRANSFORMER,250kVA,DCC_,8.398466,98.740033,gis,38-010257,105,,
ALA01,60-000892,TRANSFORMER,250kVA,DCC_,8.401157,98.740169,gis,38-010257,229,,
ALA01,63-010041,TRANSFORMER,250kVA,DCC_,8.403198,98.741156,gis,ALA01WF-103,67,,
ALA01,49-009835,TRANSFORMER,250kVA,นายเรืองกิตต์ กล่อมสุวรรณ (บ่อกุ้ง),8.286401,98.737487,gis,ALA01WF-118,1,,
ALA01,32-010657,TRANSFORMER,10kVA,ประปาบ้านหนองหลุมพอ,8.290918,98.792691,gis,ALA01WF-126,1,,
ALA01,49-014062,TRANSFORMER,30kVA,นางสุดารัตน์ กิตติสิทโธ (ร้านรับซื้อยางพารา),8.275152,98.801504,gis,ALA01WF-128,1,,
ALA01,28-009878,TRANSFORMER,30kVA,DCC_,8.2743,98.751107,gis,ALA01WF-119,25,,
ALA01,48-006804,TRANSFORMER,30kVA,DCC_,8.329959,98.752085,gis,ALA01WF-123,21,,
ALA01,56-006187,TRANSFORMER,100kVA,DCC_บ้านหนองปาบ ม.4,8.299057,98.78651,gis,ALA01WF-125,111,,
ALA01,34-003768,TRANSFORMER,20kVA,บ้านควนโอ,8.275955,98.749198,gis,28-009878,24,,
ALA01,49-007638,TRANSFORMER,30kVA,DCC_,8.266806,98.782748,gis,62-003034,14,,
ALA01,37-006013,TRANSFORMER,30kVA,DCC_,8.263579,98.779129,gis,62-003034,29,,
ALA01,50-005906,TRANSFORMER,100kVA,องค์การบริหารส่วนตำบลคลองหิน,8.28404,98.796922,gis,ALA01WF-127,1,,
ALA01,48-006810,TRANSFORMER,30kVA,DCC_,8.365029,98.746338,gis,ALA01WF-107,74,,
ALA01,35-002053,TRANSFORMER,50kVA,สถานีบริการน้ำมันโมบิลอ่าวลึก,8.367429,98.748227,gis,ALA01WF-107,1,,
ALA01,56-125406,TRANSFORMER,100kVA,นายธวัขชัย ชัยมี,8.417907,98.738083,gis,ALA01WS-101,1,,
ALA01,47-010715,TRANSFORMER,30kVA,บังกาโลนายอนุสรณ์ สุขสว้สดิ์ ม.4ต.คลองหินอ.อ่าวลึก,8.28835,98.791322,gis,ALA01WF-126,1,,
ALA01,63-015831,TRANSFORMER,30kVA,ฟาร์มไก่ นายสาธิต  บ้านหินลับ,8.281639,98.789976,gis,47-010715,1,,
ALA01,59-007268,TRANSFORMER,160kVA,DCC_บ้านบากัน(หน้า รร.),8.306392,98.721463,gis,ALA01WF-124,161,,
ALA01,59-015647,TRANSFORMER,160kVA,DCC_บ้านบากัน(ริมทะเล),8.308112,98.718147,gis,ALA01WF-705,259,,
ALA01,44-003129,TRANSFORMER,30kVA,DCC_,8.304327,98.720408,gis,ALA01F-12,31,,
ALA01,56-011716,TRANSFORMER,30kVA,โรงเรียนบ้านอ่าวลึกน้อย,8.301874,98.745439,gis,ALA01WF-120,1,,
ALA01,54-015407,TRANSFORMER,50kVA,DCC_หมู่บ้านอ่าวลึกวิลล่า 2,8.404075,98.740008,gis,ALA01WF-102,28,,
ALA01,59-104345,TRANSFORMER,160kVA,โรงเรียนสันติวิทยา,8.303466,98.769404,gis,ALA01WF-114,1,,
ALA01,58-006812,TRANSFORMER,30kVA,DCC_บ้านอ่าวลึกน้อย,8.324897,98.745815,gis,ALA01WF-123,44,,
ALA01,62-001440,TRANSFORMER,30kVA,DCC_DCC_บ.ควนโอ,8.286011,98.745356,gis,ALA01WF-117,18,,
ALA01,58-016717,TRANSFORMER,30kVA,DCC_DCC_ม.3 ต.บ้านกลาง ธิดายะแลนด์,8.315022,98.774751,gis,53-002141,8,,
ALA01,56-113950,TRANSFORMER,30kVA,นายยาห์ยา มาเกะ,8.304845,98.768465,gis,ALA01WF-114,1,,
ALA01,25-002810,TRANSFORMER,50kVA,DCC_,8.403121,98.741174,gis,63-010041,11,,
ALA01,49-013089,TRANSFORMER,30kVA,ประปาหมู่บ้านซอยเกาะเนียง ม.2,8.331512,98.769685,gis,ALA01WF-109,1,,
ALA01,42-112525,TRANSFORMER,30kVA,ไฟฟ้าแสงสว่างบริเวณสามแยกควนขนมจีน,8.375186,98.74331,gis,40-000198,1,,
ALA01,37-008134,TRANSFORMER,250kVA,บริษัทจุติพาณิชย์ จำกัด,8.389707,98.741952,gis,51-115245,1,,
ALA01,36-019031,TRANSFORMER,30kVA,บ้านนาเหนือ,8.31305,98.764069,gis,59-010609,18,,
ALA01,52-008953,TRANSFORMER,50kVA,DCC_บ้านควนโอ ม.5 ต.อ่าวลึกน้อย,8.282613,98.744897,gis,ALA01WF-118,70,,
ALA01,58-007790,TRANSFORMER,250kVA,DCC_บ้านสวนนิกร,8.37028,98.743844,gis,42-112525,81,,
ALA01,59-015124,TRANSFORMER,50kVA,อาคารศุนย์เด็กเล็ก อบต.อ่าวลึกน้อย,8.290618,98.748124,gis,48-006815,3,,
ALA01,40-002409,TRANSFORMER,30kVA,DCC_บ้านไร่ใหญ่,8.327311,98.745526,gis,ALA01WF-123,22,,
ALA01,47-010716,TRANSFORMER,30kVA,บ.กสท.โทรคมนาคม จำกัด(มหาชน) ม.3 ต.บ้านกลาง อ.อ่าว,8.318705,98.773471,gis,ALA01WF-112,1,,
ALA01,37-005774,TRANSFORMER,30kVA,นายพินิจฯ บ้านพักคนงาน,8.337259,98.767707,gis,ALA01WF-108/1,1,,
ALA01,36-013736,TRANSFORMER,100kVA,ธนาคารออมสิน สาขาอ่าวลึก,8.396077,98.742776,gis,41-000646,1,,
ALA01,25-002828,TRANSFORMER,50kVA,หจก.กระบี่ออล์ยเซอร์วิส,8.386351,98.74155,gis,ALA01WF-106,1,,
ALA01,47-116886,TRANSFORMER,30kVA,,8.295995,98.789461,gis,ALA01WS-106,1,,
ALA01,47-010590,TRANSFORMER,30kVA,DCC_DCC_ปากทางฟาร์มสงวนมารีน,8.304874,98.745822,gis,ALA01WF-121,44,,
ALA01,54-014614,TRANSFORMER,100kVA,DCC_บ้านจัดสรรนายสามารถ  ขยันการ,8.304088,98.769705,gis,59-104345,22,,
ALA01,53-005971,TRANSFORMER,100kVA,โรงรับซื้อยาง นายสมพร  ม.3 ต.คลองหิน,8.294497,98.790402,gis,47-116886,1,,
ALA01,49-013083,TRANSFORMER,30kVA,รร.บากัน,8.300933,98.720815,gis,ALA01WF-704,31,,
ALA01,37-008233,TRANSFORMER,250kVA,บ่อกุ้ง นายเกียรติกร  ชดช้อย,8.302866,98.733394,gis,ALA01F-10/01,1,,
ALA01,54-001507,TRANSFORMER,30kVA,DCC_ซอยหนองจูด,8.323939,98.768884,gis,ALA01WF-111,23,,
ALA01,36-008705,TRANSFORMER,100kVA,ช่องไม้แก้ว,8.418796,98.738457,gis,56-125406,67,,
ALA01,59-107708,TRANSFORMER,30kVA,ไฟทางหลวง จุด 10 ต.เขาใหญ๋,8.417672,98.738048,gis,56-125406,1,,
ALA01,59-022275,TRANSFORMER,160kVA,DCC_บ้านหนองหลุมพอ,8.304483,98.780718,gis,ALA01WS-104,105,,
ALA01,39-004735,TRANSFORMER,100kVA,DCC_,8.281811,98.742905,gis,ALA01WF-118,128,,
ALA01,42-112524,TRANSFORMER,30kVA,ไฟฟ้าแสงสว่างสามแยกเข้าบ้านถำ้เพชร,8.38004,98.741577,gis,40-000198,1,,
ALA01,38-014773,TRANSFORMER,30kVA,นายภิญโญ ศรีสุวรรณ์,8.386138,98.741673,gis,25-002828,1,,
ALA01,41-000725,TRANSFORMER,100kVA,DCC_สนง การไฟฟ้าอ่าวลึก,8.364838,98.749573,gis,ALA01WF-107,3,,
ALA01,67-034540,TRANSFORMER,30kVA,ไฟทางหลวง แขวงทางหลวงพังงาจุด1,8.402182,98.741597,gis,25-002810,1,,
ALA01,63-029603,TRANSFORMER,160kVA,บ.กลาง,8.317519,98.773997,gis,53-002141,95,,
ALA01,38-011443,TRANSFORMER,100kVA,หจก.อนันตลีลาบริการ,8.364104,98.750432,gis,41-000725,1,,
ALA01,42-010101,TRANSFORMER,30kVA,DCC_ม.3บ้านในยวนไทย,8.319104,98.769399,gis,ALA01WF-112,38,,
ALA01,50-118606,TRANSFORMER,50kVA,บริษัท สยามนิสสันมอเตอร์กระบี่ จำกัด (สาขาอ่าวลึก),8.402647,98.741394,gis,67-034540,1,,
ALA01,59-103481,TRANSFORMER,160kVA,โรงแรม พี เอ็นเม้าว์เทน,8.403507,98.738259,gis,ALA01WF-102,1,,
ALA01,59-107709,TRANSFORMER,30kVA,ไฟทางหลวง สาศาพระม่วง,8.271626,98.80316,gis,ALA01WS-107,1,,
ALA01,59-023145,TRANSFORMER,100kVA,เซเว่นอีเลฟเว่น สาขาบากัน ม.4 ต.คลองหิน,8.304846,98.780356,gis,59-022275,1,,
ALA01,60-100050,TRANSFORMER,50kVA,นายธวัฒน์ วงสะอาด,8.297695,98.787678,gis,ALA01WF-125,1,,
ALA01,61-108572,TRANSFORMER,50kVA,ร้านปะยาง,8.356089,98.755555,gis,ALA01WS-102,1,,
ALA01,62-006664,TRANSFORMER,160kVA,DCC_บ.นาแค ต.อ่าวลึกน้อย,8.303259,98.767558,gis,ALA01WF-114,172,,
ALA01,57-012892,TRANSFORMER,100kVA,เซเว่นฯอ่าวลึกใต้,8.399675,98.741984,gis,ALA01WF-105,1,,
ALA01,63-016763,TRANSFORMER,160kVA,DCC_บ.คลองหิน,8.289718,98.793612,gis,ALA01WF-126,33,,
ALA01,59-107700,TRANSFORMER,30kVA,ไฟทางหลวง จุดที่ 5 บ้านกลาง,8.351394,98.758739,gis,61-108572,1,,
ALA01,38-007219,TRANSFORMER,30kVA,DCC_,8.33431,98.743948,gis,ALA01WF-123,17,,
ALA01,49-013081,TRANSFORMER,30kVA,DCC_,8.311668,98.761405,gis,36-019031,53,,
ALA01,50-111874,TRANSFORMER,160kVA,นายนิล ระมูลมอญ (ปั้มน้ำมัน),8.332033,98.769447,gis,49-013089,1,,
ALA01,44-002882,TRANSFORMER,30kVA,ไฟสาธารณะบ้านอ่าวลึกน้อย ต.บ้านกลาง (ถนนเพชรเกษม),8.298787,98.786773,gis,ALA01WF-125,1,,
ALA01,59-107698,TRANSFORMER,30kVA,ไฟทางหลวง จุดที่ 7 บ้านในยวนแขก,8.367327,98.748446,gis,35-002053,1,,
ALA01,59-108023,TRANSFORMER,30kVA,ไฟทางหลวง ม.4 ต.คลองหิน,8.293795,98.791023,gis,53-005971,1,,
ALA01,59-108022,TRANSFORMER,30kVA,ไฟทางหลวง ม.3 ต.บ้านกลาง,8.323232,98.772274,gis,ALA01WF-111,1,,
ALA01,59-108021,TRANSFORMER,30kVA,ไฟทางหลวง ม.3 ต.บ้านกลาง,8.333181,98.76927,gis,50-111874,1,,
ALA01,58-001957,TRANSFORMER,100kVA,DCC_บ้านอ่าวลึกน้อย,8.29997,98.747362,gis,49-118125,83,,
ALA01,33-004508,TRANSFORMER,160kVA,ธนาคารนครหลวงไทยฯ สาขาอ่าวลึก,8.398851,98.742192,gis,57-012892,1,,
ALA01,35-001279,TRANSFORMER,100kVA,ซุปเปอร์มาเก็ตนายป่วน,8.401592,98.7417,gis,67-034540,1,,
ALA01,65-012320,TRANSFORMER,30kVA,อ่าวลึกน้อย,8.326618,98.747254,gis,40-002409,13,,
ALA01,68-001215,TRANSFORMER,30kVA,รพ.สต.บ้านกลาง,8.339053,98.766415,gis,ALA01WF-108/1,1,,
ALA01,63-036542,TRANSFORMER,100kVA,ประปา อบต.อ่าวลึกน้อย ม.3,8.302287,98.737678,gis,53-119659,1,,
ALA01,52-116104,TRANSFORMER,50kVA,โรงแรมไผ่ทอง,8.291498,98.792313,gis,32-010657,1,,
ALA01,57-101866,TRANSFORMER,30kVA,ฟาร์มไก่ ลักขณา,8.301289,98.782962,gis,59-022275,1,,
ALA01,63-036329,TRANSFORMER,30kVA,ไฟทางหลวง บ.ควนโอ-ป่างาม,8.282057,98.750237,gis,ALA01WF-119,1,,
ALA01,59-107710,TRANSFORMER,30kVA,ไฟทางหลวง หน้าวัดอ่าวลึกเหนือ,8.392586,98.742641,gis,51-115245,1,,
ALA01,35-007994,TRANSFORMER,100kVA,นายฉลาด   ธาดากุลธรรม,8.387203,98.741896,gis,25-002828,1,,
ALA01,68-010673,TRANSFORMER,30kVA,บ.ควนโอ ม.5 ต.อ่าวลึกน้อย อ.อ่าวลึก จ.กระบี่,8.278563,98.747954,gis,34-003768,27,,
ALA01,32-004666,TRANSFORMER,20kVA,ซอยมัสยิดบ้านนาเหนือ ม.1 ต.อ่าวลึกน้อย,8.311597,98.755849,gis,49-013081,35,,
ALA01,31-003163,TRANSFORMER,30kVA,บ้านนาเหนือ อ่าวลึกน้อย เครื่อง 1,8.308537,98.753998,gis,32-004666,51,,
ALA01,45-006388,TRANSFORMER,30kVA,บังกะโลนายนิล ลงมูลมอญ,8.33213,98.769423,gis,50-111874,1,,
ALA01,59-015823,TRANSFORMER,160kVA,DCC_บ้านสวนนิกร,8.369729,98.746887,gis,35-002053,7,,
ALA01,59-112673,TRANSFORMER,30kVA,ไฟทางหลวง บ้านหนองถ้ำ,8.273802,98.796555,gis,ALA01WF-128,1,,
ALA01,53-002163,TRANSFORMER,30kVA,DCC_บ้านหินลับ,8.273724,98.780564,gis,54-120983,45,,
ALA01,49-008917,TRANSFORMER,30kVA,DCC_บ.อ่าวลึกน้อย,8.31934,98.745363,gis,ALA01WF-702,18,,
ALA01,63-015784,TRANSFORMER,30kVA,DCC_บ.ไร่ใหญ่ ต.อ่าวลึกน้อย,8.311201,98.747522,gis,ALA01WF-122,27,,
ALA01,65-033775,TRANSFORMER,30kVA,บ.กลาง ม.3 ต.บ้านกลาง อ.อ่าวลึก,8.309866,98.77633,gis,ALA01WS-103,29,,
ALA01,61-002016,TRANSFORMER,30kVA,ประปานาเหนือ อ่าวลึกน้อย ม.1,8.307803,98.749928,gis,ALA01WF-122,1,,
ALA01,59-107699,TRANSFORMER,30kVA,ไฟทางหลวง จุดที่ 6 บ้านในยงนแขก,8.361042,98.752503,gis,ALA01WF-108,1,,
ALA01,36-020430,TRANSFORMER,100kVA,บริษัทผลิตภัณฑ์และวัตถุก่อสร้าง,8.397649,98.742398,gis,33-004508,1,,
ALA01,52-006111,TRANSFORMER,30kVA,DCC_บ้านควนโอ ม.5 ต.อ่าวลึกน้อย,8.270189,98.752398,gis,28-009878,31,,
ALA01,41-005294,TRANSFORMER,30kVA,DCC_บ้านหินลับ ม.3 ต.คลองหิน,8.273505,98.795372,gis,59-112673,16,,
ALA01,69-300042,TRANSFORMER,50kVA,ปอเนาะ นายสุวิทย์ อุมาสะ,8.282673,98.796611,gis,ALA01WF-127,1,,
ALA01,60-002789,TRANSFORMER,30kVA,ประปา ม.3 อ่าวลึกน้อย,8.30043,98.740748,gis,63-036542,1,,
ALA01,60-002915,TRANSFORMER,30kVA,DCC_บ้านหินลับ ม.3 ต.คลองหิน,8.27149,98.78971,gis,ALA01WF-706,13,,
ALA01,54-001545,TRANSFORMER,30kVA,DCC_บ้านอ่าวลึกน้อย,8.296879,98.75195,gis,ALA01WF-115,30,,
ALA01,41-005291,TRANSFORMER,30kVA,DCC_บ.ควนโอ-ป่างาม,8.282772,98.755432,gis,63-036329,23,,
ALA01,65-026783,TRANSFORMER,30kVA,แขวงทางหลวงพังงา,8.345895,98.76231,gis,59-107700,1,,
ALA01,65-026786,TRANSFORMER,30kVA,บ.หนองถ้ำ,8.276566,98.801037,gis,ALA01WF-128,1,,
ALA01,58-007861,TRANSFORMER,250kVA,DCC_โครงการบ้านสวนนิกร,8.371116,98.745691,gis,59-015823,56,,
ALA01,54-011944,TRANSFORMER,30kVA,DCC_บ้านเขาหลัก,8.408224,98.739505,gis,54-015407,12,,
ALA01,63-036332,TRANSFORMER,30kVA,ไฟทางหลวง บ.กลาง,8.316812,98.774212,gis,53-002141,1,,
ALA01,49-013524,TRANSFORMER,30kVA,DCC_,8.297245,98.783819,gis,ALA01WF-125,24,,
ALA01,51-007950,TRANSFORMER,160kVA,DCC_,8.300729,98.742341,gis,60-002789,15,,
ALA01,40-013143,TRANSFORMER,30kVA,ในยวญแขก,8.357782,98.745414,gis,26-010171,19,,
ALA01,24-006884,TRANSFORMER,50kVA,โรงเรียนคลองหินพิทยาคม,8.275526,98.799756,gis,ALA01WF-128,1,,
ALA01,45-004946,TRANSFORMER,30kVA,DCC_,8.283557,98.758754,gis,41-005291,23,,
ALA01,49-013480,TRANSFORMER,30kVA,ประปาบ้านนาเหนือ,8.313128,98.764646,gis,36-019031,1,,
ALA01,25-002627,TRANSFORMER,50kVA,หจก.พรภักดีอ่าวลึก,8.393951,98.742657,gis,59-107710,1,,
ALA01,20-001101,TRANSFORMER,100kVA,ธนาคารกรุงเทพ จำกัด อ่าวลึก  ึ,8.395729,98.742606,gis,36-013736,1,,
ALA01,40-000216,TRANSFORMER,160kVA,DCC_,8.388709,98.742129,gis,ALA01WF-106,38,,
ALA01,52-115380,TRANSFORMER,100kVA,นายมนตรี สุทธิรักษ์(รีสอร์ท),8.389071,98.740122,gis,37-008134,1,,
ALA01,44-002912,TRANSFORMER,30kVA,ไฟสาธารณะบ้านอ่าวลึกน้อย ต.บ้านกลาง (ถนนเพชรเกษม),8.305311,98.779815,gis,59-023145,1,,
ALA01,49-014073,TRANSFORMER,30kVA,DCC_,8.299869,98.77324,gis,ALA01WF-113,7,,
ALA01,36-008702,TRANSFORMER,100kVA,สนง.อบต.อ่าวลึกน้อย,8.296338,98.755836,gis,60-001365,1,,
ALA01,41-005027,TRANSFORMER,30kVA,สถานีอนามัยบ้านอ่าวลึกน้อย,8.295627,98.753458,gis,ALA01WF-115,1,,
ALA01,62-004221,TRANSFORMER,30kVA,DCC_,8.300746,98.745114,gis,ALA01WF-120,40,,
ALA01,62-004220,TRANSFORMER,30kVA,DCC_,8.300528,98.738128,gis,63-036542,40,,
ALA01,61-000323,TRANSFORMER,50kVA,DCC_บ.ถ้ำเพชร,8.38107,98.741406,gis,40-000198,51,,
ALA01,61-000322,TRANSFORMER,50kVA,DCC_บ.ถ้ำเพชร,8.376288,98.742583,gis,42-112525,29,,
ALA01,66-234816,TRANSFORMER,160kVA,ปั๊มบางจาก ในยวญแขก,8.36452,98.750094,gis,38-011443,1,,
ALA01,67-034542,TRANSFORMER,30kVA,ไฟทางหลวงแขวงทางหลววงพังงาจุด3,8.394799,98.742909,gis,25-002627,1,,
