Feeder,TransformerID,RatedKVA,Phase,Location,CustomerType,Lat,Lon
ALA09,59-107705,30,2,ไฟทางหลวงกลับรถ หน้าป่าไม้ทุ่งสูง ม.4 ต.เขาใหญ่,4.0,8.476496594,98.731707149
ALA06,63-009568,100,7,CP ALL,2.0,8.280919337,98.65370054
ALA03,58-020504,30,1,ประปาซอยสหกรณ์12,2.0,8.410855118,98.879836281
ALA02,38-010333,100,7,บ้านกลาง,1.0,8.32147515,98.777682492
ALA09,66-102003,30,1,บ.หินดาน,2.0,8.482244115,98.75447073
ALA03,65-017638,30,4,ปะปา ซอย 10,4.0,8.385336735,98.848957747
ALA03,65-113830,30,4,ไฟทางหลวง,4.0,8.626436115,98.814605434
ALA06,57-113498,250,7,วัดแหลมสัก,1.0,8.278350761,98.650222697
ALA06,58-000031,100,7,ประปาบ้านสมิหลัง,4.0,8.312831288,98.664877847
ALA06,57-100787,30,2,นายกำพล  ศุภชัย  ม.5  ต.อ่าวลึกใต้,2.0,8.415702407,98.695893982
ALA03,58-015618,30,4,DCC_ซอยหนองทุ่ง,1.0,8.557030023,98.877532614
ALA07,58-006484,30,4,สหกรณ์นิคม อ่าวลึก,2.0,8.441076195,98.849365851
ALA01,58-007861,250,7,DCC_โครงการบ้านสวนนิกร,1.0,8.371115691,98.745691238
ALA01,54-011944,30,1,DCC_บ้านเขาหลัก,1.0,8.408224014,98.739504917
ALA02,54-000665,30,2,DCC_บ้านเหนือคลองเขาง่าม,1.0,8.340735667,98.779565403
ALA03,42-004472,30,4,DCC_ไม่ระบุ,1.0,8.556023628,98.799883307
ALA06,60-108669,30,4,ไฟทางหลวง เทศบาลแหลมสัก,4.0,8.358636814,98.689383156
ALA01,63-036332,30,2,ไฟทางหลวง บ.กลาง,4.0,8.316812227,98.77421166
ALA02,55-940219,30,2,บ.ทุ่งค้อ-ควนสบาย ม.2 คลองหิน,1.0,8.322224385,98.809693133
ALA06,57-001515,30,2,บ.หินราว,1.0,8.366670587,98.641668004
ALA09,63-017419,30,2,บ.หินดาน,1.0,8.454765692,98.738213802
ALA02,53-007251,30,4,DCC_บ้านกลาง ถ.เซาเทิร์น ม.2 ต.บ้านกลง,1.0,8.325558325,98.788581985
ALA09,54-000666,30,2,DCC_บ้านทุ่งสูง,1.0,8.48236404,98.72683856
ALA06,49-008935,30,4,DCC_ม.2 บ้านอ่าวน้ำ,1.0,8.312980708,98.647288858
ALA03,56-000942,30,1,โรงเรียนบ้านคลองยา,4.0,8.396530406,98.881657889
ALA07,26-005675,20,2,บ้านบางเหียน ต.ปลายพระยา,1.0,8.55307364,98.895241518
ALA06,60-025038,50,7,ปอเนาะ นายสุกาหรี  อารยวัฒนกุล,4.0,8.384452648,98.699690721
ALA07,63-028857,500,7,รพ.ปลายพระยา,4.0,8.532620918,98.866127856
ALA03,68-000648,100,7,ตลาดปลายพระยา,1.0,8.530398015,98.862823722
ALA03,38-007266,30,2,บ้านน้ำซ่ำ,1.0,8.546006864,98.858438565
ALA07,49-013061,30,1,บริษัท โทเทิ่ล แอ็คเซ็สฯ (สถานีฐาน บ.อ่าวลึกเหนือ),2.0,8.411937844,98.754408996
ALA01,49-013524,30,4,DCC_,1.0,8.297245434,98.7838189
ALA01,51-007950,160,7,DCC_,1.0,8.300728724,98.742341479
ALA06,40-002386,30,4,DCC_,1.0,8.316832304,98.645674945
ALA02,38-007227,30,4,DCC_,1.0,8.30544852,98.825070203
ALA02,40-019796,30,1,สถานีอนามัยบ้านหนองหลุมพอ,4.0,8.28932865,98.796611671
ALA06,42-003297,30,2,DCC_,1.0,8.417304261,98.716734565
ALA07,49-008891,30,1,DCC_,1.0,8.432341288,98.786153133
ALA03,42-000869,30,4,DCC_,1.0,8.447434666,98.751212189
ALA09,60-002919,30,2,DCC_ม.3 บ้านในยวนไทย,1.0,8.443924096,98.739299259
ALA09,40-021984,30,1,DCC_,1.0,8.49923552,98.714607651
ALA06,45-004889,30,4,DCC_,1.0,8.458135768,98.684091116
ALA06,40-022271,30,1,DCC_,1.0,8.464428273,98.710716344
ALA02,50-114877,50,2,องค์การบริหารส่วนตำบลคลองยา,4.0,8.364847211,98.900857535
ALA02,41-005281,30,2,DCC_,1.0,8.305541677,98.886543832
ALA02,33-002267,30,2,งานสวนป่าอ่าวลึก,4.0,8.332334737,98.876000791
ALA02,41-005316,30,2,DCC_,1.0,8.332555112,98.876939234
ALA02,40-021945,30,2,DCC_,1.0,8.34038115,98.88579589
ALA02,49-013082,30,2,DCC_,1.0,8.333760105,98.898005828
ALA02,47-000159,100,7,บริษัทพิธารปาล์มพัฒนา ม.4 ต.คลองยา,2.0,8.312590872,98.834515631
ALA02,52-113555,160,7,DCC_DCC_,2.0,8.314884812,98.851318159
ALA02,38-010261,250,7,DCC_,1.0,8.292454915,98.792598056
ALA07,63-015830,30,2,รพ.สต.โคกแซะ,4.0,8.460569039,98.79177968
ALA01,40-013143,30,2,ในยวญแขก,1.0,8.357782208,98.745413739
ALA03,65-017632,30,1,ไฟทางหลวง บางหล่อ,4.0,8.552460608,98.888990405
ALA03,65-017631,30,4,ไฟถนน บางหล่อ,4.0,8.553586181,98.877320412
ALA06,67-015626,100,7,เซเว่น PTTOR ช่องเขา,2.0,8.385173352,98.71497515
ALA03,61-102591,30,2,อารอบ สกุลแก้ว 267 ม.1  ต.คีรีวง อ.ปลายพระยา,1.0,8.444459095,98.794958997
ALA02,68-105240,30,4,ไฟทางหลวง แขวงชนบทกระบี่,4.0,8.316113119,98.844383965
ALA02,68-105241,30,2,ไฟทางหลวง แขวงชนบทกระบี่,4.0,8.323722861,98.856797157
ALA02,68-105242,30,1,ไฟหลวงแขวงชนบทกระบี่,4.0,8.36498261,98.909018294
ALA02,00-113557,50,7,-,2.0,8.367809931,98.74890327
ALA01,36-020134,30,2,DCC_,1.0,8.27706987,98.769158986
ALA01,24-006884,50,7,โรงเรียนคลองหินพิทยาคม,2.0,8.275526392,98.799756049
ALA02,49-013071,30,1,DCC_,1.0,8.340007228,98.766554416
ALA02,48-007422,30,1,DCC_,1.0,8.326569505,98.771668823
ALA05,32-008381,20,4,DCC_,1.0,8.429111227,98.731868401
ALA06,59-022273,160,7,DCC_บ้านทุ่งออก,1.0,8.376814383,98.726129598
ALA06,37-007867,100,7,สถานีตำรวจภูธรอำเภออ่าวลึก,4.0,8.377601841,98.722751114
ALA07,40-022297,30,2,DCC_,1.0,8.393880867,98.776252586
ALA07,33-005031,100,7,ประปาหมู่บ้านเหนือ ม.6,4.0,8.392761323,98.757447405
ALA07,38-007222,30,2,DCC_,1.0,8.404624271,98.762437962
ALA07,38-007223,30,2,DCC_,1.0,8.404785789,98.756100828
ALA06,63-036626,250,7,DCC_,1.0,8.377031329,98.721761635
ALA06,38-010218,250,7,DCC_,1.0,8.377636314,98.720929681
ALA06,42-001289,30,4,บริษัท โทเทิ่ลแอ็คเซ็ส ฯม.2 ต.อ่าวลึกใต้,2.0,8.382332089,98.71760931
ALA06,36-020542,100,7,DCC_,1.0,8.383851815,98.725169544
ALA01,45-004946,30,4,DCC_,1.0,8.283556983,98.7587538
ALA01,49-013480,30,4,ประปาบ้านนาเหนือ,4.0,8.313127589,98.764645958
ALA07,44-001694,100,7,DCC_,1.0,8.399445521,98.745396823
ALA01,25-002627,50,7,หจก.พรภักดีอ่าวลึก,2.0,8.393950564,98.742657158
ALA01,20-001101,100,7,ธนาคารกรุงเทพ จำกัด อ่าวลึก  ึ,2.0,8.395729422,98.742605574
ALA01,40-000216,160,7,DCC_,1.0,8.388709133,98.742128978
ALA01,52-115380,100,7,นายมนตรี สุทธิรักษ์(รีสอร์ท),2.0,8.389070984,98.740122204
ALA06,48-000658,250,7,อุทยานแห่งชาติธารโบกขรณีอ่าวลึก ม.2 ต.อ่าวลึกใต้,4.0,8.388724999,98.733824754
ALA02,49-118203,250,7,บริษัท โตโยต้าอันดามันกระบี่ จำกัด สาขาอ่าวลึก,2.0,8.386169307,98.742311016
ALA05,40-021946,30,4,DCC_,1.0,8.485683837,98.704190585
ALA01,44-002912,30,1,ไฟสาธารณะบ้านอ่าวลึกน้อย ต.บ้านกลาง (ถนนเพชรเกษม),4.0,8.30531122,98.77981464
ALA01,49-014073,30,1,DCC_,1.0,8.299868905,98.773240381
ALA01,36-008702,100,7,สนง.อบต.อ่าวลึกน้อย,4.0,8.296337857,98.755836016
ALA01,41-005027,30,1,สถานีอนามัยบ้านอ่าวลึกน้อย,4.0,8.295627112,98.753458107
ALA01,62-004221,30,4,DCC_,1.0,8.300745992,98.745113622
ALA01,62-004220,30,2,DCC_,1.0,8.300527531,98.738128188
ALA06,63-009173,50,7,ประปาหมู่บ้านแสนสุข ม.3 ต.แหลมสัก,2.0,8.283796699,98.654032876
ALA06,58-006182,30,4,DCC_บ้านอ่าวน้ำ ลูกที่ 1,1.0,8.312790289,98.654976826
ALA06,51-009197,30,4,DCC_,1.0,8.324966774,98.645380611
ALA02,28-008392,30,4,DCC_,1.0,8.336928578,98.798025182
ALA02,42-000117,30,4,DCC_,1.0,8.34349712,98.80967218
ALA06,33-003498,160,7,บริษัททีเอสพีมารีน จำกัด,2.0,8.293050783,98.661332499
ALA06,41-005313,30,4,DCC_,1.0,8.324841095,98.666366998
ALA06,40-021829,30,2,DCC_,1.0,8.353847455,98.65161045
ALA06,46-009466,30,4,ประปาหมู่บ้านแหลมสัก ม.5 ต.แหลมสัก อ.อ่าวลึก,4.0,8.340418235,98.682490049
ALA06,54-001560,30,2,DCC_,1.0,8.429361213,98.715214878
ALA06,29-003610,250,7,บริษัทเจียรวานิชน้ำมันปาล์ม จก,2.0,8.390098385,98.72417096
ALA06,49-013064,30,2,DCC_,1.0,8.406252407,98.701594599
ALA06,41-005213,30,2,DCC_,1.0,8.421788085,98.66745084
ALA07,42-003594,30,2,DCC_,1.0,8.420679807,98.781325686
ALA07,42-004642,30,2,DCC_,1.0,8.437161005,98.779861912
ALA06,32-010001,20,2,DCC_,1.0,8.397103651,98.692068258
ALA06,32-010133,20,2,DCC_,1.0,8.444684967,98.723597058
ALA03,59-010568,30,2,DCC_บ้านควนทราย ม.6,1.0,8.606240438,98.835161772
ALA03,37-005783,30,2,DCC_บ้านควนทราย ม.6,1.0,8.596707945,98.833966494
ALA03,59-010577,30,2,รร.บ้านคลองพวน,4.0,8.640346537,98.891841355
ALA01,61-000323,50,7,DCC_บ.ถ้ำเพชร,1.0,8.381069657,98.741406417
ALA01,61-000322,50,7,DCC_บ.ถ้ำเพชร,1.0,8.37628843,98.742582959
ALA02,63-017420,30,2,DCC_บ้านเขาง่าม,1.0,8.374197791,98.834320044
ALA07,63-008665,30,2,บ.น้ำจานใต้,3.0,8.403383032,98.810676055
ALA02,56-016450,30,2,บ.เขารอบ ม.2 ต.คลองหิน,1.0,8.306102005,98.79549604
ALA06,53-002135,30,4,บ้านจัดสรร นายพันธศักดิ์,1.0,8.37778567,98.727653135
ALA02,66-105671,160,7,ปั๊มน้ำมัน บจก.เมืองทอง99เฮง,2.0,8.297017339,98.789484866
ALA03,45-012261,30,4,บ้านทะเลหอย,1.0,8.63623277,98.857265348
ALA06,35-000006,100,7,บ้านในใส,1.0,8.325833432,98.671861769
ALA01,66-234816,160,7,ปั๊มบางจาก ในยวญแขก,2.0,8.364519776,98.750094058
ALA03,29-009773,10,4,บ.มะนาวหวาน,1.0,8.658067675,98.875524821
ALA07,59-022277,160,7,บ.อ่าวลึกเหนือ,1.0,8.398501609,98.744628435
ALA06,47-002058,30,2,บ้านคลองแรด,1.0,8.347000199,98.683331748
ALA02,67-028378,30,2,ไฟทางหลวงแขวงทางหลวงพังงาน ถ.เซาเทิร์น จดที่1,4.0,8.314298964,98.787639267
ALA06,41-005282,30,4,อนามัยเขาล่อม,1.0,8.443994554,98.682389707
ALA03,61-000690,100,7,วัดทะเลหอย,1.0,8.625636874,98.844565035
ALA02,32-004510,20,2,บ้านทุ่งค้อ,1.0,8.308237561,98.817472062
ALA02,54-001561,30,2,บ้านทุ่งค้อ,1.0,8.315650193,98.809609649
ALA07,36-003044,30,4,ซอยวงดอกเอื้อง,1.0,8.447436763,98.823770498
ALA06,65-107444,160,7,ร้าน MR.DIY อ่าวลึก,2.0,8.383666423,98.726536667
ALA03,67-028429,30,2,บ.ช่องแบก ม.1 ต.เขาเขน อ.ปลายพระยา,1.0,8.510790834,98.778876056
ALA01,67-034542,30,4,ไฟทางหลวงแขวงทางหลววงพังงาจุด3,4.0,8.394798932,98.742909117
ALA03,67-028465,30,2,ถ.เขาต่อ-ปลายพระยา ทางหลวง4197 ต.เขาเขน,4.0,8.542446888,98.83708009
ALA03,67-028464,30,2,ถ.เขาต่อ ปลายพระยา ทางหลวง1497,4.0,8.545212563,98.831605782
