Feeder,TransformerID,RatedKVA,Phase,Location,CustomerType,Lat,Lon
ALA06,53-110909,160,7,ฝายคลองน้ำตก ม.2 ต.อ่าวลึกใต้,4.0,8.379819801,98.725759162
ALA06,59-009254,30,1,ประปาบ้านหินราว,4.0,8.365301188,98.646462848
ALA07,49-007623,30,1,บริษัท โทเทิ่ลแอ็ดเซ็สคอมมูนิเคชั่นฯ (บ.โคกแซะ),2.0,8.461642775,98.791841699
ALA06,53-005709,50,7,ประปาบ้านบ่อท่อ-ถ้ำเสือ ใ.5,2.0,8.38891861,98.700260522
ALA01,68-001215,30,2,รพ.สต.บ้านกลาง,4.0,8.339052845,98.766415182
ALA01,63-036542,100,7,ประปา อบต.อ่าวลึกน้อย ม.3,2.0,8.302287275,98.737678356
ALA03,64-005571,30,2,อบต.เขาเขน,2.0,8.568131713,98.823686076
ALA06,62-107192,30,2,ไฟสาธารณะ ถ.หน้าเอเชี่ยนปลาม์,4.0,8.384380777,98.715663816
ALA03,63-036404,50,7,ชลประทานกระบี่ อ่างเก็บน้ำห้วยลึก,2.0,8.596261421,98.815055181
ALA07,53-002157,30,2,DCC_DCC_บ้านน้ำจาน  ม.3,1.0,8.411600335,98.822503504
ALA03,54-001418,30,1,โรงน้ำดื่ม นส.รุจิรา  ขวัญพร้อม,2.0,8.584999992,98.82316588
ALA03,58-002289,160,7,เทศบาลปลายพระยา,4.0,8.532721616,98.863987191
ALA06,58-104595,100,7,รีสอร์ท นายชาญฤทธิ์,1.0,8.275784253,98.64909391
ALA02,58-115433,30,2,ไฟทางหลวงชนบท ม.4 ต.คลองหิน,4.0,8.29451372,98.804463343
ALA01,52-116104,50,7,โรงแรมไผ่ทอง,2.0,8.291498336,98.792312715
ALA02,20-002196,10,2,บ.ถ้ำเพชร,1.0,8.376030324,98.766895474
ALA02,63-036624,250,7,ปั๊มบางจาก,1.0,8.363743274,98.751187166
ALA07,65-006993,100,7,โลตัสปลายพระยา,2.0,8.540093717,98.868178618
ALA03,65-019282,50,7,ปลายพระยา,1.0,8.535244143,98.863022009
ALA03,65-019511,50,7,โรงน้ำดื่ม,1.0,8.538375212,98.862784764
ALA03,64-013402,50,7,บจก.ไอ แอนด์ อี เวนเจอร์ส,2.0,8.571031523,98.889202561
ALA01,57-101866,30,2,ฟาร์มไก่ ลักขณา,2.0,8.301288949,98.78296203
ALA01,63-036329,30,4,ไฟทางหลวง บ.ควนโอ-ป่างาม,4.0,8.282056993,98.750236664
ALA02,61-001027,100,7,หจก.กีรติกีาซ,2.0,8.322306432,98.783808467
ALA07,63-015794,30,2,บ.โคกแซะ ม.3 ต.คีรีวง,3.0,8.454408231,98.78881257
ALA01,59-107710,30,2,ไฟทางหลวง หน้าวัดอ่าวลึกเหนือ,4.0,8.392586161,98.742640553
ALA05,60-025113,160,7,DCC_บ้านทุ่งสูง,1.0,8.496562136,98.705055671
ALA02,68-011019,30,2,ถ.ทางหลวง44 อ่าวลึก-บางสวรรค์ ม.3 อ่าวลึกเหนือ,2.0,8.3890397,98.78931117
ALA02,68-011018,30,4,ถ.ทางหลวง44 อ่าวลึก-บางสวรรค์ ม.2 ต.บ้านกลาง,2.0,8.337585131,98.785071231
ALA03,58-104726,160,7,ม.1 ต.ปพย.,3.0,8.533600526,98.859336646
ALA01,35-007994,100,7,นายฉลาด   ธาดากุลธรรม,2.0,8.387203292,98.741896342
ALA01,68-010673,30,4,บ.ควนโอ ม.5 ต.อ่าวลึกน้อย อ.อ่าวลึก จ.กระบี่,1.0,8.278563151,98.74795379
ALA01,32-004666,20,4,ซอยมัสยิดบ้านนาเหนือ ม.1 ต.อ่าวลึกน้อย,1.0,8.311597172,98.755849127
ALA01,31-003163,30,4,บ้านนาเหนือ อ่าวลึกน้อย เครื่อง 1,1.0,8.308537451,98.753997514
ALA01,45-006388,30,2,บังกะโลนายนิล ลงมูลมอญ,2.0,8.332130266,98.769422858
ALA03,42-003529,30,4,DCC_,1.0,8.495915336,98.825585036
ALA03,34-009891,30,1,อ่างเก็บน้ำคลองหยา,4.0,8.513696985,98.832076853
ALA07,41-007424,160,7,โรงเรียนปลายพระยาวิทยาคม,4.0,8.544399479,98.87390805
ALA03,40-002377,30,2,ไฟฟ้าแสงสว่างสามแยกหนองทะเล,4.0,8.555812363,98.90538518
ALA03,40-021887,30,2,DCC_,1.0,8.518375729,98.780333172
ALA03,53-002144,30,2,ประปาบ้านควนเทียนทอง ซ.สหกรณ์8,2.0,8.401526458,98.848810078
ALA03,59-005643,30,4,ประปาสหกรณ์ ซ.13	,1.0,8.372648678,98.886982839
ALA02,68-104764,30,7,-,2.0,8.378686286,98.76896604
ALA05,56-120629,30,2,นายสุทิน  รักษ์หนู บ.ทุ่งสูง,2.0,8.487328802,98.717974182
ALA07,53-001904,30,1,DCC_ซ.วัดบางเงิน,1.0,8.552008147,98.908309723
ALA06,52-010806,30,1,DCC_DCC_บ.แหลมสัก,1.0,8.286912306,98.657040206
ALA07,60-032525,30,2,DCC_บ.ปากน้ำ  ม.1 ต.ปพย.,1.0,8.510471141,98.859257309
ALA03,62-100817,250,7,นายไตรรัตน์  นิลนาค,2.0,8.554186958,98.810768528
ALA03,59-015258,50,7,DCC_จัดสรรนางสุมาลี ต.ปลายพระยา อ.ปลายพระยา,1.0,8.539880101,98.867563151
ALA07,59-010567,30,1,DCC_ม.6 ซอยร่วมใจ บ้านบางเหียน,1.0,8.549985951,98.875851079
ALA01,59-015823,160,7,DCC_บ้านสวนนิกร,1.0,8.369729008,98.74688712
ALA06,60-108666,30,2,ไฟทางหลวง บ่อท่อ - ถ้ำเสือ 2,4.0,8.391562337,98.696015727
ALA06,60-108670,30,2,ไฟทางหลวง บ่อท่อ - ถ้ำเสือ 1,1.0,8.381217191,98.699461187
ALA06,60-104391,250,7,บริษัท ซุปเปอร์ชิป ม.2 ต.อ่าวลึกใต้,2.0,8.384190999,98.727025515
ALA09,59-121295,100,7,เจติยา ซีซีที คอนกรีต,2.0,8.469011173,98.737202362
ALA01,59-112673,30,1,ไฟทางหลวง บ้านหนองถ้ำ,4.0,8.273802282,98.796555205
ALA06,39-005069,160,7,DCC_DCC_หม้อแปลงหน้าสำนักงานประปา,1.0,8.388239423,98.73114808
ALA03,64-105543,30,2,ฟาร์มไก่ นาย กรวิทย์ เพชรตุ้น,2.0,8.426886068,98.826600581
ALA06,64-006122,30,2,หม้อแปลงไฟสาธารณะ เทศบาลอ่าวลึกใต้ หน้าวังทอง,2.0,8.393296719,98.7381163
ALA06,64-107104,30,2,ไฟสาธารณะ เทศบาลอ่าวลึกใต้ ซ.บ่อนไก่,4.0,8.387695815,98.731221246
ALA06,64-107103,30,2,ไฟสาธารณะ เทศบาลอ่าวลึกใต้ ตรงข้ามซอยบ่อนไก่,4.0,8.387852134,98.730754064
ALA03,63-017428,30,2,บ.บางเหียน,1.0,8.557574333,98.846112812
ALA01,53-002163,30,1,DCC_บ้านหินลับ,1.0,8.273723658,98.780564376
ALA06,56-000939,30,4,โรงเรียนบ้านคลองแรด,4.0,8.341490931,98.682230735
ALA02,56-117847,50,7,นายวินัย เกตุทอง,2.0,8.299801823,98.786467779
ALA01,49-008917,30,2,DCC_บ.อ่าวลึกน้อย,1.0,8.319339669,98.745363315
ALA01,63-015784,30,2,DCC_บ.ไร่ใหญ่ ต.อ่าวลึกน้อย,1.0,8.311200855,98.747522141
ALA06,49-007642,30,2,สนามฟุตซอล เทศบาลแหลมสัก,2.0,8.277795226,98.650840484
ALA02,61-112651,100,7,บริษัท นาเหนือ เมทัลชีท อ่าวลึกเหนือ,1.0,8.363651725,98.751501174
ALA03,59-009246,30,4,ไฟทางหลวงบางหล่อ-อ่าวลึก,4.0,8.544133766,98.869377921
ALA02,59-006199,30,2,ประปาทะนา อบต.คลองหิน,2.0,8.312172437,98.816436825
ALA01,65-033775,30,4,บ.กลาง ม.3 ต.บ้านกลาง อ.อ่าวลึก,1.0,8.309865647,98.776329629
ALA02,49-013233,30,2,DCC_,1.0,8.403336226,98.898798729
ALA07,55-118777,160,7,โรงสูบน้ำการประปาส่วนภูมิภาคสาขาอ่าวลึก,2.0,8.394508286,98.759823224
ALA02,25-002819,50,7,DCC_ต.คลองหิน  อ.อ่าวลึก,1.0,8.297853174,98.788405146
ALA07,42-000748,30,4,DCC_,1.0,8.479441214,98.856157421
ALA07,47-006411,30,4,DCC_,1.0,8.463156596,98.828058638
ALA07,42-000188,30,4,ประปาบ้านคีรีวง ม.1ต.คีรีวง อ.ปลายพระยา,4.0,8.458196361,98.809514185
ALA07,36-012793,30,2,DCC_,1.0,8.478566687,98.815990873
ALA07,47-002024,30,4,บ.โทเทิ่ลแอ็คเซ็สสถานีทางสัญญาณบางเหลียว ม.2,2.0,8.449952058,98.854274145
ALA07,40-015555,30,4,DCC_,1.0,8.454214055,98.819901468
ALA07,45-004920,30,4,DCC_,1.0,8.442198647,98.814227399
ALA06,41-005020,30,1,DCC_,1.0,8.401627607,98.723738741
ALA05,60-025088,160,7,DCC_บ้านในยวนไทย ม.3 ต.เขาใหญ่,1.0,8.439440913,98.739033814
ALA06,59-014573,50,7,DCC_บ้านเขาพระ ม.4 ต.อ่าวลึกใต้,1.0,8.387783624,98.726792723
ALA07,60-002966,30,2,DCC_ปป.หลัง ธกส.,1.0,8.403577461,98.751609648
ALA03,60-111799,30,2,ไฟทางหลวงบ้านควนเขียว,4.0,8.557569088,98.812459296
ALA02,60-106113,250,7,ปตท.อ่าวลึกเหนือ,2.0,8.366932798,98.749530819
ALA06,60-110094,30,2,ไฟสาธาระณะ เทศบาลแหลมสัก จุดที่ 4,1.0,8.284155823,98.655506672
ALA01,61-002016,30,4,ประปานาเหนือ อ่าวลึกน้อย ม.1,2.0,8.307802849,98.74992837
ALA06,60-038126,100,7,DCC_บ้านจัดสรร เขาพระ ม.4 ต.อ่าวลึกใต้,1.0,8.387429272,98.727233604
ALA09,59-009244,30,1,ไฟทางหลวง บ้านควนยิงวัว,4.0,8.46867826,98.740556694
ALA03,58-011378,100,7,ไปรษณีย์ อ.ปลายพระยา,4.0,8.536270412,98.86599769
ALA09,59-107707,30,2,ไฟทางหลวง ม.3 ต.เขาใหญ่,4.0,8.440689172,98.739295688
ALA03,65-033794,30,2,แขวงทางหลวงพังงา ถ.ทางหลวง 4009 บ.บางหล่อ-อ่าวลึก,3.0,8.554060811,98.898343294
ALA02,69-100083,250,7,บริษัท ซุปเปอร์ชีป สาขาคลองหิน,2.0,8.290696517,98.79365178
ALA03,65-033773,30,4,บ.นันทศิริ,2.0,8.536560181,98.866294398
ALA03,49-008909,30,4,ประปาบ้านคลองยา ม.6,4.0,8.361864948,98.871932941
ALA07,45-012428,30,4,DCC_,1.0,8.571142673,98.919440589
ALA03,47-006150,30,2,บริษัทโทเท็ลแอ็ดเซิลคอมมูนิเคชั่น บ้านหน้าส่วน ม.9,2.0,8.574535956,98.917503315
ALA03,46-115129,30,4,DCC_,2.0,8.571179456,98.915195425
ALA03,47-006161,30,4,DCC_,1.0,8.632223685,98.795257393
ALA03,54-012066,30,4,DCC_,1.0,8.636968309,98.803035613
ALA03,49-012661,30,1,ประปาหมู่บ้านคลองปัญญา,4.0,8.607419214,98.834613158
ALA01,59-107699,30,4,ไฟทางหลวง จุดที่ 6 บ้านในยงนแขก,4.0,8.36104194,98.752503471
ALA07,60-104468,50,7,สนามกีฬาเทสบาล ต.ปลายพระยา,4.0,8.546214542,98.872578249
ALA03,58-015620,30,4,DCC_บ้านห้วยกรวด สหกรณ์ ซ.3,1.0,8.434132098,98.845528502
ALA03,59-009248,30,4,ประปา ซ.13 อบต.คลองยา,4.0,8.387522426,98.865288639
ALA03,59-015198,50,7,ร้านขายปุ๋ย สหกรณ์นิคมอ่าวลึก,2.0,8.394641189,98.862813757
ALA03,53-002164,30,1,DCC_บ้านสหกรณ์ ซอย 12,1.0,8.398529358,98.87022742
ALA03,56-011717,30,4,DCC_บ้านสหกรณ์ ซอย 10,1.0,8.393779954,98.85485641
ALA03,48-007456,30,4,DCC_บ้านสหกรณ์ ซ.9,1.0,8.426819572,98.873850531
ALA03,65-017641,30,4,สหกรณ์ซอย 17,1.0,8.357909295,98.869376303
ALA03,42-003582,30,4,สหกรณ์ซอย 17,1.0,8.376593204,98.883323318
ALA03,42-003340,30,4,สหกรณ์ซอย 17,1.0,8.366949402,98.876100796
ALA02,63-015824,30,2,บ.เขาแก้ว,1.0,8.368357865,98.913775021
ALA09,63-015663,30,1,เสริมหม้อแปลง บ้านทุ่งสูง,1.0,8.497886445,98.716603258
ALA02,63-017451,30,2,บ.ไซเรียง,1.0,8.315303676,98.836692886
ALA03,63-009169,50,7,นส.นวลจันทร์,1.0,8.574921205,98.745933943
ALA03,63-017717,160,7,บ.บางเหียน,1.0,8.549982002,98.872577861
ALA03,63-032715,50,7,รร.บ้านบางเหียน,4.0,8.553974152,98.877636666
ALA07,63-009123,50,7,บ.อ่าวลึกเหนือ,1.0,8.414380365,98.75686044
ALA03,49-013203,30,1,ประปาหมู่บ้านควนเศียร ม.5,4.0,8.510444282,98.807739533
ALA03,54-001550,30,1,DCC_สหกรณ์ ซอย 10,1.0,8.398870033,98.858736625
ALA06,54-015411,50,7,บ้านพักพนักงานบริษัท เอเชี่ยน จำกัด,1.0,8.383030965,98.7172577
ALA02,63-009122,50,7,DCC_บ.ในยวญไทย,1.0,8.366637143,98.749387556
ALA07,63-017360,30,2,DCC_นาย นราพงษ์,1.0,8.534901577,98.866830236
ALA03,63-024072,30,2,บ้านคลองปัญญา,1.0,8.560168568,98.813677998
ALA07,52-009321,100,7,บมจ.ซีพี ออลล์ปพย.,2.0,8.531447347,98.864515401
ALA03,40-018414,30,2,DCC_,1.0,8.527985372,98.807362334
ALA03,28-008833,30,1,DCC_,1.0,8.499449579,98.802843655
ALA03,38-015118,30,1,DCC_,1.0,8.50709278,98.835494166
ALA07,40-022279,30,1,DCC_,1.0,8.554162341,98.912622937
ALA07,40-022280,30,1,DCC_,1.0,8.549357865,98.907464961
ALA07,44-003350,30,2,DCC_,1.0,8.581186907,98.929694296
ALA03,51-008580,30,2,DCC_,1.0,8.567409889,98.797598468
ALA07,42-000746,30,1,DCC_,1.0,8.494237728,98.869357751
ALA03,48-006656,30,2,บริษัท กสท.โทรคมนาคม จำกัด(มหาชน)(บ.ปลายพระยา),2.0,8.524924515,98.859523875
ALA03,48-008084,50,7,โรงผลิตน้ำดื่มชุมชนปากน้ำ,2.0,8.527409421,98.85838441
ALA02,53-001932,30,1,DCC_บ.ศาลาพระม่วง ม.1,1.0,8.287423852,98.808464285
ALA02,53-002057,30,2,DCC_บ.ถ้ำเพชร  ม.6,1.0,8.388080964,98.780073796
ALA03,65-012326,50,7,จัดสรร ทนงศักดิ์,1.0,8.535903366,98.85128973
ALA03,20-002226,10,2,บ.คลองปัญญา,1.0,8.563809166,98.820425542
ALA09,33-000333,10,1,บ.ทุ่งสูง,1.0,8.491673334,98.723300564
ALA03,63-036330,30,2,ปะปาหมู่บ้าน,3.0,8.410227151,98.873058802
ALA03,57-004884,100,7,7-11 สหกรณ์ ม.5,2.0,8.405413427,98.848022165
ALA07,57-004618,30,2,DCC_ม.2 บ้านน้ำจาน (ปป.),1.0,8.397677085,98.752262438
ALA06,57-004210,30,2,DCC_ม.6 บ้านบ่อท่อ (ปป.),1.0,8.380555249,98.699293851
ALA03,59-100993,30,2,ไฟสาธารณะ บ้านเขายิงหมี,4.0,8.461898997,98.892874967
ALA03,58-006190,30,2,DCC_บ้านทะเลหอย ม.6,1.0,8.67327359,98.875483241
ALA02,58-018457,30,2,ประปาบ้านห้วยลึก ต.คลองยา,4.0,8.387388772,98.902173278
ALA01,36-020430,100,7,บริษัทผลิตภัณฑ์และวัตถุก่อสร้าง,2.0,8.397648841,98.742397789
ALA06,58-010792,50,7,ไฟสาธารณะเทศบาลอ่าวลึกใต้,4.0,8.382463679,98.725531706
ALA03,58-940191,30,2,DCC_วัชรี หนูหมอก ม.7 ต.ปลายพระยา,1.0,8.565341314,98.911656212
ALA07,31-005771,100,7,DCC_หนัาโรงเรียนอ่าวลึกประชาสรรค์,1.0,8.399473196,98.742538897
ALA01,52-006111,30,4,DCC_บ้านควนโอ ม.5 ต.อ่าวลึกน้อย,1.0,8.270188922,98.752398028
ALA03,49-013241,30,2,DCC_,1.0,8.49134877,98.770593371
ALA03,42-000874,30,4,DCC_,1.0,8.466313039,98.777142152
ALA03,33-005842,100,7,สหกรณ์นิคมอ่าวลึก,4.0,8.450880219,98.786006725
ALA07,99-009999-10,100,7,,4.0,8.51233693,98.858849277
ALA07,40-023371,50,7,DCC_,1.0,8.512121015,98.859313368
ALA03,30-005742,30,1,DCC_,1.0,8.574461458,98.88705197
ALA03,45-013270,30,4,DCC_,1.0,8.661694165,98.878171354
ALA03,58-940527,30,2,DCC_ม.9 บ้านช่องหลำ,1.0,8.580067743,98.909124792
ALA03,42-004249,30,4,บริษัท ยูนิวานิชน้ำมันปาล์ม จำกัด(บ้านพักคนงาน),2.0,8.5858512,98.918281043
ALA03,68-001230,30,4,ถ.เขาต่อ-ปลายพระยา เลยป่าไม้บ้านตัวอย่าง ม.2,4.0,8.556337242,98.781807675
ALA06,38-010133,50,7,โรงอิฐ ซอยพรหมบุตร,2.0,8.381994156,98.720325524
ALA03,60-002926,30,2,ฟาร์มไก่ นางปานใจ,2.0,8.431949365,98.872117833
ALA07,59-100246,30,1,ไฟสาธารณะ ม.4 ต.ปลายพระยา ถ.เซาเทริน,4.0,8.50310005,98.884587981
ALA07,58-104948,30,4,ม.2 ต.คีรีวง,3.0,8.448499714,98.831626142
ALA03,42-003556,30,2,DCC_,1.0,8.398165913,98.864102211
ALA03,42-003557,30,2,DCC_,1.0,8.407673652,98.871232209
ALA03,42-003516,30,1,DCC_,1.0,8.422305767,98.8776597
ALA03,29-000798,20,1,DCC_,1.0,8.415999464,98.871602327
ALA03,59-009970,30,2,DCC_บ้านสหกรณ์ ซอย 9(ปากซอย),1.0,8.401400693,98.854113724
ALA03,47-116144,30,2,AIS ปากซอย สหกรณ์ซอย 9,2.0,8.401915992,98.853662768
ALA03,51-116938,30,1,ทรูมูฟ บ้านสหกรณ์,2.0,8.401714893,98.853921316
ALA03,53-002161,30,2,DCC_บ้านสหกรณ์ ซอย 8,1.0,8.412883018,98.857704563
ALA03,42-000051,30,4,DCC_,1.0,8.423567984,98.87141023
ALA03,48-006651,30,4,บริษัท กสท.โทรคมนาคม จำกัด(มหาชน)(บ.คลองยา),2.0,8.397095078,98.86047604
ALA03,40-018415,30,2,DCC_,1.0,8.533228505,98.811039527
ALA03,54-000770,30,1,DCC_,1.0,8.505020895,98.813363967
ALA03,42-000059,30,1,DCC_,1.0,8.490286999,98.814736322
ALA03,42-003163,30,4,DCC_,1.0,8.380998885,98.868748244
ALA03,49-013198,30,1,DCC_,1.0,8.415814453,98.88758927
ALA03,44-006298,30,1,DCC_,1.0,8.450500738,98.858014847
ALA07,41-005293,30,4,DCC_,1.0,8.446567974,98.841927046
ALA07,35-009049,30,4,DCC_,1.0,8.437527889,98.839833246
ALA07,49-013352,30,4,DCC_,1.0,8.438551776,98.827202429
ALA07,40-015554,30,4,DCC_,1.0,8.452501407,98.811766868
ALA03,42-003322,30,1,DCC_,1.0,8.392164729,98.871244334
ALA03,42-003162,30,1,DCC_,1.0,8.403791365,98.879888915
ALA03,51-009209,30,1,ประปาหมู่บ้านสหกรณ์ ซอย 13 ม.3,4.0,8.409381991,98.883806606
ALA03,42-000606,30,1,DCC_,1.0,8.393321595,98.877987932
ALA03,42-000605,30,1,DCC_,1.0,8.395702362,98.88392015
ALA03,42-000789,30,1,DCC_,1.0,8.401488824,98.88405017
ALA03,42-003323,30,1,DCC_,1.0,8.406943092,98.876527561
ALA06,62-003024,30,2,DCC_บ.เขาล่อม,4.0,8.445033966,98.731884247
ALA03,63-017349,30,2,นายสุทิน มะลิเครือ,2.0,8.522214248,98.781090074
ALA07,59-009245,30,4,ฟาร์มไก่ นางจินดา นกทอง,2.0,8.451918109,98.851183062
ALA09,58-006357,30,2,DCC_บ้านเขาใหญ่ หินดาน,1.0,8.468557068,98.73709891
ALA01,41-005294,30,1,DCC_บ้านหินลับ ม.3 ต.คลองหิน,1.0,8.273504773,98.795372159
ALA03,54-000672,30,4,DCC_บ้านทะเลหอย,1.0,8.647268823,98.855017597
ALA03,55-119712,30,2,รีสอร์ทนายศิริ อุ่นอก,2.0,8.573401784,98.917116463
ALA09,65-019997,30,1,บ.เขาคราม,4.0,8.453244386,98.738618198
ALA09,65-019992,30,2,บ้านทุ่งสูง,4.0,8.490123853,98.714919824
ALA09,65-019991,30,1,บ้านทุ่งสูง,4.0,8.494777209,98.708289992
ALA09,65-019989,30,1,บ.เขาล่อม,1.0,8.445445445,98.739570582
ALA03,65-019983,30,2,ไฟถนน,1.0,8.554939439,98.812210577
ALA07,42-000254,30,1,ซอยวัดบางเงิน,1.0,8.55297926,98.910321618
ALA06,63-024076,30,2,ประปาบ้านคลองแรด,2.0,8.366322122,98.643049831
ALA03,65-019443,30,2,บ้านน้ำซ่ำ,1.0,8.547336647,98.855595775
ALA03,65-033764,30,2,บ้านบางโสก,1.0,8.59509034,98.76424839
ALA07,60-001366,30,1,บ.โคกเจียก,1.0,8.506225589,98.886295526
ALA02,65-019441,30,4,บ้านกลาง,1.0,8.336362789,98.78161126
ALA07,42-000724,30,4,DCC_,1.0,8.511781564,98.884192433
ALA07,55-940217,30,1,DCC_,1.0,8.548640633,98.879766402
ALA03,42-000031,30,2,DCC_,1.0,8.5895873,98.776336197
ALA03,38-007166,30,1,DCC_,1.0,8.484799614,98.793523798
ALA03,26-010098,20,4,DCC_DCC_,1.0,8.581580971,98.87425903
ALA03,40-018096,30,4,DCC_,1.0,8.618548768,98.849765407
ALA03,42-004648,30,4,DCC_,1.0,8.56325289,98.855631927
ALA02,54-001558,30,2,บ.ถ้ำเพชร,1.0,8.388375055,98.791327885
ALA06,60-038064,50,7,ประปาบ้านเขาวงศ์ ม.2 ต.อ่าวลึกใต้,2.0,8.371587869,98.733186658
ALA09,67-114511,100,7,ม.4 ต.เขาใหญ่ อ.อ่าวลึก,2.0,8.483134939,98.730834545
ALA03,63-017404,30,1,มป.บางใหญ่,1.0,8.460893927,98.863077163
ALA03,53-010255,30,2,บ้านนารั้ง ต.เขาเขน อ.ปลายพระยา จ.กระบี่,1.0,8.528095797,98.785560825
ALA03,60-002082,30,2,บ.นาเทา ม.2 ต.เขาเขน อ.ปลายพระยา จ.กระบี่,1.0,8.523478343,98.782754225
ALA03,58-013767,30,1,สหกรณ์ ซ.18 อ.ปลายพระยา จ.กระบี่,1.0,8.3721596,98.885586732
ALA01,69-300042,50,7,ปอเนาะ นายสุวิทย์ อุมาสะ,2.0,8.282672585,98.796611094
ALA01,60-002789,30,2,ประปา ม.3 อ่าวลึกน้อย,2.0,8.300430479,98.740748402
ALA06,62-001442,30,4,DCC_DCC_ห้องแถว นางรุสล่า  กะหรีม,1.0,8.292545437,98.659510655
ALA03,60-100864,100,7,โรงน้ำดื่ม เครือฟ้า ศรีเฝือก,2.0,8.575048669,98.745781324
ALA07,63-017405,30,2,บ้านโคกแซะ,1.0,8.467846721,98.796931071
ALA03,65-108881,30,2,หม้อแปลง นาย อาณัติ อุทัชกุล,4.0,8.539899831,98.843159976
ALA02,60-039213,160,7,ร้าน KFC ปตท.อ่าวลึกเหนือ,2.0,8.366885659,98.749452111
ALA02,66-110729,160,7,สถานีอัดประจุ EV ปั๊ม ปตท,2.0,8.367282382,98.749145843
ALA07,66-111855,250,7,PEA VOLTA สถานีอัดประจุไฟฟ้า กฟภ.,4.0,8.499221045,98.881769437
ALA07,53-002140,30,4,บ.วังจา,1.0,8.52930222,98.873936393
ALA06,66-020567,160,7,สนง.อบต.อ่าวลึกใต้,4.0,8.384513952,98.715327409
ALA03,68-010681,30,2,ถ.เขาต่อ-ปลายพระยา ม.3 ต.เขาเขน,4.0,8.556107092,98.799103149
ALA03,68-010680,30,2,ถ.เขาต่อ-ปลายพระยา เลยปากทางบางโสก ม.5,4.0,8.575465744,98.756014522
ALA07,67-107963,30,4,ไฟทางหลวงแขวง บ.วังจา,4.0,8.530157238,98.87053805
ALA03,67-018975,30,4,ไฟทางหลวง แขวงพังงา บ้านหน้าสวน,4.0,8.563536141,98.910417582
ALA06,52-010810,30,4,DCC_บ้านเขาล่อม(ทุ่งคาดีกัน),1.0,8.448916398,98.698005336
ALA06,41-005019,30,4,DCC_,1.0,8.453456778,98.698193309
ALA07,42-003517,30,1,DCC_,1.0,8.424655411,98.798040025
ALA06,25-003200,100,7,DCC_,1.0,8.373770798,98.709343239
ALA06,28-009875,30,2,DCC_,1.0,8.38254988,98.699776317
ALA06,26-001200,20,2,DCC_,1.0,8.39194933,98.697982075
ALA06,52-115699,100,7,นายสมทรง  กูลกิจ (ฟาร์มเลี้ยงไก่),2.0,8.445208465,98.727944066
ALA06,37-003781,30,2,DCC_เขาล่อม ลูกที่ 3,1.0,8.447073073,98.716704178
ALA06,41-005248,30,1,DCC_,1.0,8.469192363,98.71427084
ALA02,52-010808,30,2,DCC_บ้านช่องไม้ดำ,1.0,8.300051456,98.889061634
ALA02,40-022168,30,2,DCC_,1.0,8.358444934,98.789511242
ALA02,47-006410,30,2,DCC_บ้านเขางาม,1.0,8.360321974,98.785664212
ALA02,49-014074,30,2,DCC_,1.0,8.365702885,98.785042414
ALA02,45-012407,30,2,DCC_,1.0,8.353934206,98.784416287
ALA01,60-002915,30,2,DCC_บ้านหินลับ ม.3 ต.คลองหิน,1.0,8.27149036,98.789709945
ALA01,54-001545,30,2,DCC_บ้านอ่าวลึกน้อย,1.0,8.296879436,98.751950366
ALA03,60-102542,30,1,ฟาร์มไก่ นายสุรึง,2.0,8.493279668,98.805763782
ALA02,59-101289,50,7,อนุภาษมอเตอร์ ม.1 ต.นาเหนือ,2.0,8.373819227,98.74485545
ALA07,54-001557,30,1,นายวีระชัย  ปากลาว,1.0,8.42271129,98.763224236
ALA07,55-111836,50,2,รีสอร์ทนายบดินทร์ ศรีเงินงาม,1.0,8.541286143,98.872354231
ALA01,41-005291,30,4,DCC_บ.ควนโอ-ป่างาม,1.0,8.282771671,98.755432153
ALA03,67-110844,30,2,สนง.ทางหลวงที่14 ถ.สหกรณ์-บ้านเขาแก้วจุดที่ 1,3.0,8.41182409,98.838742808
ALA02,67-110849,30,2,สนง.ทางหลวงชนบทที่ 14 ถ.สหกรณ์-บ.เขาแก้ว จุดที่6,3.0,8.372413075,98.90236222
ALA01,65-026783,30,2,แขวงทางหลวงพังงา,4.0,8.345894806,98.762309723
ALA06,66-003871,100,7,SHOP เบทาโกร อ่าวลึก,2.0,8.386216248,98.728877924
ALA02,65-026164,30,2,แขวงทางหลวง,4.0,8.408846786,98.739607274
ALA03,65-113829,30,4,ไฟทางหลวง,4.0,8.63544152,98.803948346
ALA06,66-014139,160,7,ตลาดอ่าวลึกใต้,1.0,8.3957479,98.741276512
ALA05,65-109995,30,2,บ.เขาใหญ่,4.0,8.469605014,98.736695393
ALA02,65-026784,30,4,บ.กลาง,4.0,8.3386772,98.767413478
ALA01,65-026786,30,2,บ.หนองถ้ำ,4.0,8.27656602,98.801036513
ALA06,59-123619,30,4,ไฟทางหลวง แขวงชนบทกระบี่,4.0,8.441386265,98.685362078
ALA03,60-113786,30,4,ไฟทางหลวง บ้านแก้ว,4.0,8.421535687,98.826008215
ALA03,60-113730,30,2,ไฟทางหลวง บ้านตัวอย่าง,1.0,8.555085947,98.811898725
ALA02,60-002943,30,1,DCC_บ้านศาลาพระม่วง,1.0,8.287779761,98.81281209
